TF	Target	EdgeWeight
BCL11A	FBXO5	0.0037736748345196247
FOXP1	STC1	0.0037736345548182726
GATA4	POU2AF1	0.0037730697076767683
FOXH1	EPB41L3	0.003772116731852293
STAT3	APOBEC3G	0.0037714859936386347
KLF5	CCNB2	0.0037713833153247833
KLF5	TCOF1	0.003771336516365409
GATA3	PGR	0.0037697788793593645
TRIM28	HOPX	0.0037690463941544294
GATA4	NCAM1	0.003768976777791977
TFAP2A	PRSS35	0.0037686596624553204
TCF4	GPC3	0.0037680238019675016
KLF5	NR3C1	0.003767450572922826
FOXP1	POU5F1	0.003767191432416439
FOXH1	GATM	0.003766749519854784
BCL11A	SRSF1	0.0037667136639356613
GATA2	SIPA1L2	0.0037660938687622547
SMAD2	LGALSL	0.003765509929507971
TCF4	PGM2	0.0037654198240488768
OTX2	ZNF8	0.003764720167964697
HAND2	TFAP2A	0.0037644451949745417
BCL11A	XRCC6	0.0037640840746462345
KLF5	USP44	0.0037636824417859316
AR	INSIG2	0.0037628673017024994
SMAD2	MAFG	0.0037627825513482094
EZH2	TNFRSF11B	0.0037627583369612694
EZH2	RAX2	0.0037624845281243324
POU5F1	HAND2	0.003762445179745555
GATA3	TMF1	0.003760806517675519
EGR1	ZNF239	0.0037598235066980124
DNMT3B	KLF7	0.0037593368906527758
TFAP2A	SNRPD1	0.003758758772164583
OTX2	MAN1A1	0.0037585333921015263
EGR1	CBR1	0.0037582400254905224
BCL11A	TCF4	0.003758006263524294
STAT3	LIFR	0.003757898695766926
EZH2	ZIC3	0.0037574281450361013
OTX2	WNT5A	0.0037572807632386684
KLF5	RAI1	0.003757154569029808
GATA4	SEMA5A	0.003756662830710411
SOX2	PLP1	0.0037563482765108347
GATA4	ERBB4	0.003755841637030244
TCF4	CNTRL	0.0037557596806436777
AR	DDHD2	0.003755709854885936
EGR1	PATZ1	0.0037555359303951263
FOXP1	NOC3L	0.0037552472203969955
GATA4	TMEM38B	0.0037551620043814182
FOXH1	MITF	0.0037548139225691557
EZH2	TMEM131	0.0037547415122389793
GATA4	RSPO3	0.0037546255625784397
LEF1	POU3F1	0.003754510311409831
FOXP1	AR	0.0037541731726378202
LEF1	MYOCD	0.0037518523167818785
PRDM1	ABLIM1	0.00375169375911355
SOX2	CALCOCO1	0.003751687239855528
SOX17	RHAG	0.0037516162265092134
FOXP1	DMBX1	0.0037507677916437387
AR	COMMD10	0.0037507114466279745
GATA3	NEDD4	0.003750491188839078
KLF5	TDRD7	0.0037490238901227713
AR	SOX7	0.0037486942019313574
FOXP1	NFIB	0.003748571500182152
TCF4	UTP15	0.0037479859311133623
TCF4	HOXB2	0.0037474893033504486
FOXP1	ANKMY2	0.003747432492673397
FOXP1	DLGAP5	0.003747106296941638
EZH2	FAM188A	0.0037470050156116486
LEF1	SLC46A3	0.0037465072236955166
EZH2	ASS1	0.0037455433048307896
EGR1	NFIA	0.0037452010437846184
FOXH1	PA2G4	0.0037448392249643803
GATA2	PA2G4	0.0037447267677634954
TCF4	ARFGAP3	0.0037439512088894844
FOXP1	STT3B	0.003743857378140092
KLF5	FLRT2	0.0037425868213176727
EZH2	PRKACB	0.003742538159713149
FOXH1	DMBX1	0.0037418671417981386
FOXP1	JPH1	0.0037418489810079336
TFAP2A	ERCC6L	0.0037417192943394184
KLF5	GLIPR2	0.003740705316886306
GATA3	SMARCD3	0.0037400294095277786
SOX2	NFKBIB	0.003739743260666728
OTX2	C11ORF82	0.0037397234700620174
OTX2	CUL1	0.0037395907565951347
STAT3	BMP4	0.003739423118531704
FOXP1	PENK	0.0037394221872091293
TCF4	DNAJB14	0.0037393253296613693
AR	ERCC-00060	0.003738751634955406
AR	ACOX3	0.003738709958270192
OTX2	PA2G4	0.00373866711743176
TEAD4	RHOBTB3	0.003738527651876211
AR	STC1	0.0037373832892626524
PRDM1	ILF2	0.0037367811892181635
TFAP2A	DSCC1	0.003736022161319852
EZH2	ANXA3	0.0037360205315053463
FOXP1	SERHL2	0.0037359707057476044
STAT3	FREM1	0.0037359592970460653
MLLT3	ZFP42	0.0037357427645474672
ZFP42	HTRA1	0.0037352372892200947
TCF4	KIF21A	0.0037350442726165056
FOXP1	MYBL2	0.0037349362391978502
EGR1	DECR1	0.0037342787254601717
FOXP1	ERCC-00062	0.0037342223804444075
LEF1	NHLH2	0.0037341946735978127
GATA4	PLXNA2	0.003734054509550333
SNAI2	HDAC9	0.0037339101545512676
MLLT3	NDUFC2-KCTD14	0.003733878955245018
GATA2	PLK2	0.003733418881893158
GATA2	UPF1	0.0037332132924348116
MLLT3	RND3	0.0037328102625906467
MXI1	MMP16	0.0037326915189623833
FOXP1	ELOVL2	0.0037321937270462513
FOXP1	ZNF238	0.0037321336567401886
BCL11A	OAS1	0.003731561591848731
EZH2	WDR5	0.0037312437780201435
JUND	RXRG	0.003731145290657878
AR	EPB41L3	0.0037304323632270098
EZH2	ERCC-00096	0.0037303033750504255
TEAD4	ELMO1	0.0037301431875675917
MLLT3	ID3	0.003730084514245391
BCL11A	DDX54	0.003729697084054351
GATA3	IRF1	0.0037294207140803337
GATA4	DPH2	0.0037288612220436335
GATA3	TFAP4	0.003728710813447833
DNMT3B	HESX1	0.003728387178853154
TFAP2A	TFPI	0.0037282712291926146
AR	SKA3	0.003727947361767292
GATA3	RNF14	0.003727627918124199
BCL11A	BCL11B	0.003727108705788851
EZH2	DAAM1	0.0037270435132086277
KLF5	CA14	0.003726097522303462
BCL11A	SLC46A3	0.003725856775417924
EGR1	ANKRD6	0.0037255610805004835
OTX2	TRAF6	0.0037253990303725004
SMAD2	TPD52	0.0037251892499625683
GATA4	HNRNPAB	0.003725029993802309
GATA3	SMAD5	0.0037249792367219925
STAT3	TFAP2A	0.0037242830730974674
OTX2	SFMBT1	0.00372397992759943
TCF4	QPCT	0.003723923582583666
FOXP1	FASTKD3	0.0037222786340862513
OTX2	LUM	0.0037222409155219793
FOXP1	VAMP7	0.0037219251971691847
OTX2	PHB2	0.0037206534761935472
MLLT3	POLR2K	0.0037197028286755085
FOXP1	CCDC138	0.0037196327466517687
BCL11A	SLC36A4	0.003719224827364087
KLF5	DYNC1I1	0.0037191626615822315
TFAP2A	CITED2	0.0037189472932368517
GATA3	PHB2	0.003718871856108308
TFAP2A	PHLDB2	0.003718459978699684
EGR1	UHRF1	0.003717937506735325
AR	ASXL1	0.003716713283210993
FOXH1	POLR2H	0.0037164094392210245
KLF5	TDP2	0.0037157326005399227
AR	HELZ	0.0037156101316213608
AR	LGR5	0.0037155370227992535
SNAI2	ASB9	0.0037154536694288254
EOMES	ERCC-00062	0.0037152653094381094
SOX17	SOX2	0.0037152182776480913
STAT3	PGR	0.003714699065312743
BCL11A	FOXH1	0.00371463131159544
GATA6	IL6ST	0.0037139933556318283
GATA6	ITGA5	0.0037131751887500286
EGR1	FEZ1	0.0037126534152776003
GATA3	KLHL6	0.003712099278345704
OTX2	ETV4	0.003712097182869911
FOXH1	POU2F2	0.0037118063773959875
AR	ERCC-00042	0.003711424535140395
EZH2	SALL3	0.003710814518854022
KLF5	RBM14	0.0037106566596776247
TFAP2A	FOXP1	0.0037105230148881674
BCL11A	DSCC1	0.003709504147991538
BCL11A	PELI2	0.003708877833560109
SMAD2	SLC46A3	0.0037085514049977064
MLLT3	RAD51AP1	0.003708507167175412
AR	BCL11A	0.0037059455644339323
MXI1	ATP11B	0.0037055674474686384
EZH2	SPP1	0.0037055572029203176
EGR1	SAP18	0.0037051306571811438
SMAD2	PLAGL1	0.0037049720995128155
GATA4	APBB1	0.003704833099618554
TFAP2A	CCKBR	0.0037041797768324614
TFAP2A	USP44	0.003703901544213295
EZH2	HAS2	0.0037038717418909073
AR	GTF3C4	0.0037032952532172203
TFAP2A	ASXL1	0.0037030091043561697
EGR1	COL4A1	0.003702437737956643
AR	CRABP2	0.003701007692143321
EZH2	SEMA5A	0.0037008340004831553
EZH2	CD9	0.0037000011652708054
KLF5	GATA6	0.003698634682223201
STAT3	CD48	0.0036972076632082462
SOX17	TBX20	0.0036968346685171127
FOXP1	MRS2	0.00369638716802001
GATA4	STC1	0.0036951012443751097
KLF5	TIPIN	0.0036946262698620558
GATA2	C12ORF23	0.00369438249617815
AR	SLC35A3	0.003693605540320277
GATA3	ZDHHC21	0.0036934460513293743
OTX2	RIOK1	0.0036924786400049925
EGR1	SMG6	0.0036922346334904432
TCF4	SOX4	0.0036914884112775326
GATA3	FOXJ1	0.0036905696615576744
KLF5	CDCA8	0.0036904155276715755
GATA3	PER3	0.003690265351906419
MXI1	NUDT11	0.0036899761762470007
MLLT3	RHAG	0.0036883277352899313
SOX17	FLRT3	0.0036869200412184
GATA2	GRHL2	0.0036869060713797808
KLF5	MBIP	0.0036866040900349617
BCL11A	COBLL1	0.003685968229547143
GATA2	ERCC-00053	0.003685892326757312
EGR1	AGL	0.00368567300029099
GATA3	NFATC1	0.003685211529955268
EGR1	CUX1	0.0036849414464086294
OTX2	LGALSL	0.003684575669467449
KLF5	DUSP10	0.0036841179244220257
FOXP1	MAP3K2	0.003684109542518854
GATA3	ETV3	0.003683961695060134
SOX2	ERCC-00053	0.0036832743790000677
GATA4	HAPLN1	0.003682730719447136
TFAP2A	DAB2	0.0036821707617491484
EGR1	NAP1L3	0.003681723028421402
SMAD2	BTG2	0.003680979134514928
TEAD4	ZNF471	0.003680848516523838
OTX2	NXT2	0.0036808375734835863
GATA4	LEF1	0.0036807016003876925
KLF5	MEF2D	0.0036806322168558836
OTX2	FOXH1	0.0036804471164941788
BCL11A	ZNF280B	0.0036797402426600456
FOXH1	SNAPC4	0.003679269691929221
LEF1	PURA	0.003678856184706092
EZH2	SHOX	0.0036785632837563753
EZH2	CUX1	0.0036782913375645876
GATA4	ATP2B4	0.0036782778333872557
GATA3	WDR35	0.003677651286125183
KLF5	NEDD9	0.00367568526417017
OTX2	PBX1	0.003675635438412428
MLLT3	SP110	0.003675560699775815
AR	SOS2	0.0036754619795829058
AR	ASH2L	0.003675414016470313
TFAP2A	ERBB4	0.0036748130805790424
GATA4	SLITRK2	0.0036743604578077793
TFAP2A	HIST1H1B	0.0036740468349307775
FOXP1	MKI67IP	0.00367358629591763
FOXP1	RBM14	0.0036734999157488346
BCL11A	PAWR	0.003673423081636429
AR	MRPS35	0.003673315281048417
FOXP1	POU2F1	0.0036724756937474012
EGR1	STK17B	0.0036724756937474012
BCL11A	GINS2	0.0036720954813063145
DNMT3B	TGFB1I1	0.003671836806461215
EGR1	SF1	0.003671505721285939
OTX2	PLOD2	0.0036711671855300665
FOXP1	WWTR1	0.0036703133955597878
GATA6	ZCCHC11	0.003669197903946042
GATA3	TLE1	0.003668686142191291
TFAP2A	IFI16	0.0036686083767563105
TFAP2A	PLAGL1	0.0036678281612694263
TFAP2A	NRIP1	0.0036676570307463408
KLF5	ERCC-00165	0.0036674058064818382
FOXP1	SUPT16H	0.0036670383997261524
GATA4	ALYREF	0.0036669878754764795
GATA3	TGFBR3	0.003666752716526389
OTX2	ZFHX3	0.0036666463129222393
TCF4	DPH2	0.0036666058003902435
FOXP1	CLDN10	0.003665084717795253
KLF5	U2AF1	0.003665071213617921
GATA4	ZNF238	0.0036650318652391434
OTX2	RFXANK	0.0036646691150963306
KLF5	TPD52	0.003664451651275158
OTX2	POLR1A	0.0036639529280364513
EOMES	PRICKLE1	0.003663370618596673
GATA2	PRTG	0.0036628213711082935
DNMT3B	PGR	0.0036623028572648764
KLF5	RAX2	0.0036620991304516792
BCL11A	DNMT3B	0.003661282127723098
LEF1	ODC1	0.0036612304393202066
SNAI2	HOPX	0.003661087481305003
FOXP1	NUP35	0.0036593156401067972
AR	DPF2	0.003658968023955822
TCF4	SLCO2A1	0.0036580520682036877
AR	PITX2	0.003658000845462084
LEF1	SP110	0.0036578888539224863
TCF4	PDCD4	0.0036576322745531797
EGR1	GSC	0.003657018067315221
EZH2	HMGA1	0.003656931919977069
EZH2	HNRNPK	0.0036557200364768505
SMAD2	MYCN	0.003655652981251478
LEF1	WLS	0.0036549123469740152
GATA4	SFMBT1	0.003654123516753316
OTX2	RFC3	0.003653881372883916
FOXH1	PPPDE1	0.0036538292188197374
AR	HMGN2	0.003653150051832199
GATA2	RGPD2	0.0036530205979943275
FOXP1	SMARCD1	0.0036526364274322987
FOXP1	PLAGL2	0.0036525693722069263
AR	ASB4	0.0036524685565382242
EGR1	HOXB4	0.0036524515599012375
BCL11A	TCEA1	0.003652238752692938
DNMT3B	ALCAM	0.003651985200121999
AR	ARFGAP3	0.0036517076659947634
GATA6	DAAM1	0.0036516953259706497
GATA6	ARID3A	0.0036512408405542374
OTX2	BTF3	0.0036511928774416447
GATA4	RBFOX2	0.003650435945019126
EZH2	ZNF160	0.003649885766208172
GATA4	ZNF146	0.0036498154513537884
EOMES	CDCA7L	0.0036498012486845255
OTX2	TCOF1	0.003649419406428933
TFAP2A	ZNF83	0.003649377729743719
OTX2	ATF6	0.0036493572406470776
HAND2	TGFB1	0.0036492026410996914
STAT3	ZNF239	0.0036490915808826685
MLLT3	ERCC-00062	0.00364902475848794
TFAP2A	TRIM2	0.0036479628179222345
LEF1	ZNF219	0.003647902049124241
OTX2	PARP1	0.003646924626082182
FOXP1	ESPL1	0.003646288299933076
EZH2	OTX2	0.0036458035465329885
FOXH1	GLDC	0.003645468270406127
GATA3	COL4A1	0.00364493066444993
AR	DMBX1	0.0036448349710553885
AR	SUPT16H	0.003644773503765464
TFAP2A	C4ORF46	0.0036445281002670527
OTX2	MYOCD	0.0036443243734538555
GATA2	COL5A1	0.003644038690254092
FOXP1	BCL11B	0.0036435381043702364
FOXP1	GRHL1	0.0036430293694138527
TCF4	MED14	0.0036430188920348883
GATA4	CRHBP	0.0036426312290132046
BCL11A	BUB1B	0.0036425001453608274
STAT3	BMP2	0.003642241470515728
OTX2	COL4A6	0.0036411595065146685
EGR1	EPHA4	0.003640911541879177
KLF5	ADAMTS3	0.0036401471588760614
EZH2	SNX18	0.003639638191089034
EGR1	MITF	0.003639267524704337
OTX2	MECOM	0.003639045637100935
EGR1	GPC6	0.003637861693277955
FOXP1	ARHGAP28	0.0036378309596329927
FOXP1	DTL	0.0036377846263349056
EGR1	FZD5	0.0036366486456245184
EOMES	ARL4A	0.003636527806520462
FOXP1	MITF	0.003636092646047473
KLF5	RIPPLY1	0.003635479137301445
AR	BLM	0.0036342847160995007
OTX2	TCF4	0.0036340176593512297
FOXP1	MSANTD3-TMEFF1	0.0036338288336992264
BCL11A	TRUB1	0.0036337459459900856
FOXP1	ERCC-00002	0.0036336418706923723
BCL11A	TFAP4	0.0036334528122097254
TFAP2A	GLMN	0.003633350133895874
MLLT3	CCDC138	0.0036332360468804836
TCF4	PARN	0.0036331280134618282
KLF5	ANKRD28	0.0036331242881715298
GATA4	HEG1	0.003632937092334032
GATA2	ALYREF	0.0036316714249551296
GATA3	MYCT1	0.003631552215665579
BCL11A	ILF2	0.003630939871072769
GATA4	YPEL5	0.0036306106485426426
EGR1	ARID5B	0.00362889445386827
GATA4	NRP2	0.0036288881674408913
GATA2	SF1	0.003628876991569996
EZH2	FXR1	0.003628566861152649
OTX2	NDC80	0.0036284709349274635
MLLT3	ASNS	0.0036282376386225224
BCL11A	SLA2	0.003627439495176077
TCF4	MYBL2	0.003627416444942355
AR	DDAH1	0.0036272795405238867
KLF5	ZNF764	0.003627222962677479
STAT3	COLEC12	0.003626943798735738
EGR1	ITM2A	0.003626780118793249
LEF1	HOXB7	0.003626727731898427
KLF5	RUVBL2	0.0036262304056435823
SOX17	ELAVL2	0.003625556593760848
BCL11A	HOMER1	0.0036255503073334694
OTX2	MITF	0.0036247556563466787
ZFP42	TGFB1I1	0.003624645294621587
FOXP1	TDRD7	0.003624493023380637
LEF1	FAM89A	0.003624474862590432
GATA4	ADAMTS3	0.0036243663635104895
TCF4	GDAP1	0.0036242923233658075
OTX2	MLLT3	0.0036242203786969185
EZH2	ZKSCAN1	0.0036236094310879707
GATA3	TGFB1	0.0036229633260518312
STAT3	ISL1	0.0036221491172909737
BCL11A	SKIL	0.0036217118613421917
OTX2	RPP40	0.003621332813054323
FOXP1	SALL3	0.00362115865573287
SMAD2	PITX2	0.0036210103426128626
SOX17	LMO3	0.0036198978777974844
GATA3	SOX17	0.003619852941483259
TCF4	JPH1	0.003619679482653737
EZH2	ACTC1	0.00361957517452538
DNMT3B	SEMA3E	0.003619563300162554
MXI1	AK4	0.003619099035859108
FOXP1	NEDD4	0.0036190457176417112
EGR1	TRPS1	0.003618723014369607
LEF1	HDAC9	0.003618463408201933
AR	TMOD1	0.003617246635258198
KLF5	ITGA6	0.003616165602579713
FOXP1	FUS	0.0036158557049930096
TCF4	WDR35	0.0036155772395431995
KLF5	CHL1	0.0036150063388049603
GATA4	ZFPM2	0.0036143462639302015
OTX2	REL	0.0036142237950116396
TCF4	COMMD10	0.0036135956179350615
FOXP1	ZNF142	0.00361258746124804
EZH2	MBOAT1	0.0036122833844274282
AR	RFC3	0.003612265922129154
GATA4	ASS1	0.00361103774048388
SMAD2	COL5A1	0.0036109797656536102
FOXP1	DUSP10	0.0036109613720327616
TFAP2A	CHEK2	0.003610899206250906
GATA3	FOXD3	0.003610860789194703
EZH2	CREB3L2	0.003610634710639715
EGR1	HDGF	0.003609960898756981
MXI1	DPYSL3	0.0036095092073082924
FOXH1	ZNF238	0.003608644474297762
LEF1	ASB9	0.0036078637931495905
BCL11A	GLIPR2	0.003607288235798478
GATA4	AFF4	0.003606768324971199
GATA3	PREPL	0.0036064102314412594
FOXP1	LRIG3	0.0036063860170543194
BCL11A	BLM	0.0036055564414709806
GATA3	XRCC6	0.0036055147647857666
GATA2	MCM2	0.003604975063353777
SOX17	ARNT2	0.0036045804154127836
SMAD2	NTS	0.0036043962463736534
TEAD4	ERCC-00108	0.0036035117227584124
EGR1	LEF1	0.0036032400093972683
KLF5	MXI1	0.0036031678318977356
FOXH1	PCDH10	0.003602557349950075
AR	CDCA7L	0.003602504963055253
EZH2	PPARGC1B	0.0036023661959916353
EGR1	HSD17B11	0.003600300522521138
FOXH1	VASH2	0.003600156167522073
GATA3	TEX10	0.003599915187805891
GATA3	TRIP11	0.0035996222868561745
BCL11A	MCM6	0.0035995261278003454
LEF1	GRHL1	0.0035995198413729668
FOXP1	ERCC-00046	0.0035994909703731537
OTX2	HNRNPK	0.0035993801429867744
EZH2	MED16	0.0035992751363664865
KLF5	MYOCD	0.0035991778131574392
KLF5	MRPS30	0.003598988289013505
LEF1	RUNX1	0.0035988660529255867
TFAP2A	MAP4K3	0.0035985801368951797
FOXH1	SOX17	0.0035980173852294683
EZH2	ZNF516	0.003597840666770935
FOXP1	ZNF146	0.003597733099013567
TEAD4	ERCC-00042	0.003597056958824396
FOXH1	CCNA2	0.0035970089957118034
KLF5	HNRNPK	0.003596073715016246
DNMT3B	PDGFRA	0.0035952951293438673
AR	CCDC141	0.0035951987374573946
TCF4	DYNC1I1	0.003594721667468548
EZH2	SKIL	0.0035946920979768038
EZH2	MPHOSPH9	0.0035945691633969545
TCF4	MXD4	0.0035941889509558678
FOXP1	ERCC-00022	0.003594067646190524
FOXP1	ASB4	0.0035937849897891283
TCF4	POLR1A	0.003592082764953375
AR	MLF1IP	0.0035915279295295477
DNMT3B	ZNF239	0.0035910659935325384
OTX2	SLC19A2	0.0035904510878026485
EGR1	AK4	0.0035900073125958443
EGR1	ALG6	0.003589114174246788
KLF5	SFPQ	0.0035890720319002867
LEF1	BMP4	0.0035889355931431055
FOXP1	TCEA1	0.003588095773011446
OTX2	TLR7	0.0035880941431969404
GATA4	DACH1	0.0035880545619875193
ZFP42	FLI1	0.0035872608423233032
TCF4	AES	0.0035870906431227922
AR	PA2G4	0.0035866291727870703
SOX17	SOX5	0.0035864626988768578
GATA3	DNMT3B	0.0035859872587025166
AR	NFE2L3	0.0035849970299750566
FOXP1	CCNA2	0.0035849837586283684
KLF5	TIMM8A	0.003584290621802211
TFAP2A	GTF3C4	0.00358409876935184
GATA2	KHSRP	0.00358388083986938
KLF5	NUDT11	0.003583095734938979
FOXH1	PRIC285	0.003582579782232642
FOXH1	TFAP4	0.0035822864156216383
OTX2	MCM6	0.00358210620470345
GATA2	TEAD1	0.003581809578463435
GATA3	RPE	0.0035813762806355953
OTX2	POLR1C	0.003580590710043907
FOXH1	ROR2	0.003579723881557584
OTX2	SSB	0.0035789809189736843
AR	DYNC2LI1	0.0035783913917839527
FOXP1	PARN	0.003578240517526865
EOMES	FLI1	0.003577902214601636
FOXP1	LRR1	0.0035778400488197803
GATA3	TLR7	0.0035769231617450714
EGR1	E2F4	0.00357685424387455
DNMT3B	MITF	0.003576782299205661
EZH2	NUP35	0.0035761292092502117
SOX17	GLRX	0.0035755166318267584
PRDM1	OTUD6B	0.003575369482859969
PRDM1	TCF4	0.0035751801915466785
KLF5	MRPL1	0.003575024427846074
AR	ESCO2	0.0035744295455515385
BCL11A	SMARCC1	0.003574162255972624
KLF5	POLR1C	0.0035733026452362537
EGR1	ANKRD26	0.0035732260439544916
DNMT3B	COLEC12	0.0035728744696825743
AR	CEBPZ	0.0035726483911275864
FOXP1	COL5A1	0.003572316374629736
GATA4	DYNC2LI1	0.003572119167074561
GATA3	TRIM25	0.003571954322978854
HAND2	ELAVL2	0.0035716404672712088
TCF4	TRDN	0.003570851404219866
GATA3	KLHL24	0.003570038126781583
EGR1	RTKN2	0.003568747779354453
GATA3	PMP22	0.0035683992318809032
JUND	FOXD3	0.00356789561919868
FOXH1	SPIB	0.003567417385056615
BCL11A	DNMT1	0.0035673354286700487
GATA4	LIMCH1	0.0035663419403135777
AR	TBX3	0.0035661794245243073
TFAP2A	MRPS30	0.0035644080489873886
GATA4	WWTR1	0.0035643908195197582
EGR1	DAB2	0.0035643852315843105
FOXP1	SATB1	0.0035634536761790514
EZH2	TTC27	0.003562863916158676
OTX2	TNC	0.003562853205949068
OTX2	MAML3	0.0035617949906736612
DNMT3B	ZEB2	0.003561766119673848
TEAD4	ATRX	0.0035614033695310354
FOXP1	CCDC141	0.003561060642823577
AR	PENK	0.0035606210585683584
SMAD2	SFRP2	0.0035600773990154266
AR	S1PR3	0.0035598694812506437
SOX17	GCA	0.003559850389137864
STAT3	FAM89A	0.003559673670679331
EGR1	PAM	0.00355912116356194
KLF5	COLEC12	0.0035590711049735546
TCF4	CBR1	0.0035589660983532667
LEF1	RSPO3	0.003558559576049447
FOXP1	TMEM38B	0.003558110911399126
FOXH1	TCF4	0.003557780059054494
BCL11A	C11ORF82	0.003557520220056176
TFAP2A	ZBTB38	0.003557186108082533
FOXH1	DEK	0.0035571837797760963
TFAP2A	ERCC-00076	0.003556680167093873
FOXP1	MRPS35	0.003556664800271392
FOXH1	BTG2	0.003556635929271579
TFAP2A	TCEA1	0.0035557139199227095
MLLT3	NUP54	0.0035554291680455208
EGR1	NKX3-1	0.0035552915651351213
TCF4	EGR1	0.0035544808488339186
GATA6	ERBB4	0.0035543330013751984
JUND	HAND2	0.0035542980767786503
GATA4	GSC	0.0035540491808205843
TCF4	POLR2H	0.0035536931827664375
SOX2	RFESD	0.003553608898073435
EGR1	SLC19A2	0.0035529588349163532
EZH2	GABRB3	0.0035527546424418688
EGR1	SH3BGRL2	0.003551974892616272
AR	XRCC6	0.0035509236622601748
BCL11A	ZNF146	0.0035509122535586357
DNMT3B	ELAVL2	0.003550861729308963
KLF5	ETS1	0.0035490053705871105
EZH2	RGPD2	0.0035488309804350138
MLLT3	ESPL1	0.003548638429492712
EZH2	PLAGL1	0.003548496402800083
TCF4	ZFPM2	0.0035483906976878643
FOXP1	RPE	0.00354820117354393
STAT3	SLC46A3	0.0035477301571518183
EGR1	ZNF30	0.0035477024503052235
FOXP1	CBX3	0.003547599771991372
GATA6	SIPA1L2	0.003546362044289708
GATA6	CCDC81	0.0035459164064377546
BCL11A	RAB31	0.0035457462072372437
FOXP1	RRAS2	0.0035457287449389696
AR	CA2	0.0035450791474431753
EGR1	TFAP4	0.003544596955180168
OTX2	NRIP1	0.0035445208195596933
BCL11A	UNC5C	0.003544148989021778
LEF1	POU2F2	0.0035433529410511255
GATA3	ST8SIA4	0.003542926162481308
EZH2	ERCC-00044	0.0035425759851932526
KLF5	PHLDB2	0.003541401121765375
GATA3	BTBD10	0.003541396465152502
EZH2	OTUD6B	0.0035403610672801733
GATA3	ZNF518B	0.003540057223290205
FOXH1	EHMT2	0.0035394190344959497
TEAD4	ERCC-00113	0.0035393706057220697
OTX2	FAM69A	0.003538851859048009
KLF5	CDC20	0.0035387782845646143
KLF5	SLC39A8	0.0035387766547501087
LEF1	FST	0.0035386811941862106
TFAP2A	KLF6	0.003538643242791295
AR	POLR1A	0.0035384902730584145
KLF5	TMOD1	0.0035384451039135456
TCF4	CCNB2	0.003538327058777213
SOX2	PDGFA	0.003536585019901395
OTX2	ILF3	0.0035361135378479958
AR	ATP2B4	0.003535429248586297
BCL11A	TIMM8A	0.003535254392772913
FOXP1	HLA-DQB1	0.0035349628888070583
EZH2	BRWD1	0.003534811781719327
FOXH1	SIRT1	0.0035345186479389668
OTX2	CALB1	0.0035342175979167223
FOXH1	KIF15	0.0035338366869837046
GATA2	FAM188A	0.0035337870940566063
AR	CA14	0.003533058799803257
SOX17	CPE	0.0035322478506714106
OTX2	FBXO5	0.0035318518057465553
FOXP1	FAM188A	0.003531806170940399
DNMT3B	SLC46A3	0.0035317305009812117
MLLT3	NKX3-1	0.0035316457506269217
FOXP1	PPPDE1	0.0035301276948302984
TFAP2A	ALPK2	0.00353011186234653
OTX2	POLR2H	0.0035295295529067516
GATA3	SOX5	0.003529344452545047
KLF5	EPHA4	0.003527957247570157
LEF1	NFIC	0.003526529762893915
GATA3	SUPT16H	0.003525687148794532
FOXP1	CREB3L2	0.003525251056998968
TEAD4	ST8SIA1	0.003525099018588662
FOXP1	C12ORF23	0.003524978645145893
MLLT3	ANXA3	0.0035246671177446842
GATA4	TLE3	0.0035245600156486034
TCF4	COL4A6	0.0035241208970546722
AR	MDM4	0.0035234352108091116
TCF4	NFATC3	0.0035227742046117783
AR	CBR1	0.0035223402082920074
GATA3	TRDN	0.0035221134312450886
GATA6	SNAI1	0.003521393984556198
EGR1	MED14	0.0035213229712098837
AR	MPHOSPH9	0.0035209222696721554
OTX2	MTERF	0.003520597005262971
TFAP2A	HSD17B11	0.0035203590523451567
TFAP2A	GINS2	0.0035201809369027615
EGR1	PRDM1	0.003519633086398244
AR	TCEA1	0.0035194228403270245
FOXP1	ZNF239	0.003519188379868865
AR	NUAK1	0.0035191462375223637
EGR1	NFE2L3	0.0035183457657694817
EZH2	POLR3E	0.003518056822940707
MLLT3	CDCA8	0.0035167327150702477
AR	FOXK1	0.0035167271271348
GATA2	TRIP13	0.003516127821058035
GATA6	HAS2	0.003515711985528469
PRDM1	PHB2	0.0035155313089489937
GATA6	MANEA	0.003515146439895034
SMAD2	APLNR	0.0035149615723639727
GATA3	PRIM1	0.0035148628521710634
GATA6	CPE	0.0035143496934324503
EZH2	FER	0.0035141967236995697
AR	SLC36A4	0.0035137375816702843
GATA6	PDGFRA	0.003513726871460676
GATA4	AFF1	0.003513677278533578
BCL11A	NFIB	0.0035130493342876434
EGR1	PRDM14	0.003511948511004448
DNMT3B	ERCC-00131	0.00351156760007143
MXI1	PURA	0.003511499846354127
SMAD2	LIMCH1	0.003511346410959959
EGR1	PRICKLE1	0.0035108402371406555
AR	FXR1	0.0035103620029985905
FOXH1	ANKZF1	0.0035102947149425745
AR	ZFYVE16	0.0035102684050798416
FOXH1	SIX6	0.003510019974783063
GATA3	ST8SIA1	0.003509786445647478
EGR1	MAML3	0.003509707050397992
TCF4	BCL11B	0.0035097000654786825
KLF5	CCKBR	0.0035093582700937986
GATA3	CCNE2	0.0035093086771667004
GATA2	PRSS23	0.003508498426526785
